Steps    Q        Rg       Backbone Rama     Contact  Fragment Membrane ER       TBM_Q    Beta     Pap      Helical  Debye_huckel Total   
121      0.62     10.69    123.03   -454.78  -88.79   -352.31  0.00     0.00     0.00     -19.24   -0.00    0.00     1.10     -790.99 
122      0.63     10.03    140.22   -460.28  -94.56   -352.18  0.00     0.00     0.00     -19.74   0.00     0.00     1.03     -785.51 
123      0.64     10.29    115.45   -457.02  -92.49   -351.68  0.00     0.00     0.00     -19.82   -0.00    0.00     1.46     -804.10 
124      0.63     10.34    148.21   -460.34  -96.51   -353.84  0.00     0.00     0.00     -20.66   -0.00    0.00     1.03     -782.12 
125      0.69     9.99     143.08   -458.96  -97.06   -352.45  0.00     0.00     0.00     -20.77   -0.00    0.00     0.99     -785.16 
126      0.63     10.21    135.86   -454.77  -98.32   -352.23  0.00     0.00     0.00     -22.15   -0.00    0.00     1.21     -790.38 
127      0.59     10.39    119.98   -454.87  -92.84   -349.83  0.00     0.00     0.00     -17.59   0.00     0.00     1.32     -793.82 
128      0.64     10.69    110.91   -459.98  -88.07   -354.17  0.00     0.00     0.00     -19.70   0.00     0.00     1.20     -809.81 
129      0.67     10.32    132.67   -458.19  -90.93   -349.24  0.00     0.00     0.00     -19.12   -0.00    0.00     0.95     -783.86 
130      0.58     10.81    120.79   -452.98  -86.32   -352.51  0.00     0.00     0.00     -21.86   0.00     0.00     1.01     -791.87 
131      0.64     10.35    122.81   -453.47  -93.05   -353.45  0.00     0.00     0.00     -21.04   0.00     0.00     1.06     -797.15 
132      0.64     10.60    121.75   -455.25  -88.38   -353.84  0.00     0.00     0.00     -21.18   -0.00    0.00     1.64     -795.26 
133      0.72     10.30    125.14   -452.35  -92.59   -352.56  0.00     0.00     0.00     -19.25   0.00     0.00     1.72     -789.89 
134      0.65     10.37    122.59   -452.31  -96.43   -348.96  0.00     0.00     0.00     -18.60   0.00     0.00     1.00     -792.72 
135      0.57     10.17    129.11   -459.08  -93.10   -349.75  0.00     0.00     0.00     -18.60   -0.00    0.00     0.58     -790.84 
136      0.71     10.15    121.67   -456.95  -96.80   -354.28  0.00     0.00     0.00     -20.22   -0.00    0.00     0.71     -805.87 
137      0.58     10.28    137.96   -447.98  -88.05   -353.58  0.00     0.00     0.00     -19.36   -0.00    0.00     0.62     -770.39 
138      0.64     10.35    133.87   -454.70  -92.48   -351.84  0.00     0.00     0.00     -20.18   -0.00    0.00     1.18     -784.15 
139      0.64     10.45    119.89   -461.88  -94.10   -355.10  0.00     0.00     0.00     -19.77   -0.00    0.00     0.98     -809.97 
140      0.69     10.28    140.18   -458.13  -90.13   -356.86  0.00     0.00     0.00     -20.08   0.00     0.00     0.99     -784.02 
141      0.67     10.31    122.74   -448.31  -87.18   -345.43  0.00     0.00     0.00     -19.05   -0.00    0.00     1.02     -776.20 
142      0.56     10.38    132.76   -462.46  -93.73   -350.72  0.00     0.00     0.00     -21.43   0.00     0.00     1.22     -794.37 
143      0.66     10.41    117.55   -454.48  -92.08   -352.72  0.00     0.00     0.00     -21.49   -0.00    0.00     1.29     -801.94 
144      0.68     10.35    129.89   -455.62  -92.24   -355.73  0.00     0.00     0.00     -20.27   -0.00    0.00     1.25     -792.72 
145      0.58     10.48    114.30   -451.73  -91.32   -350.34  0.00     0.00     0.00     -20.20   -0.00    0.00     1.10     -798.20 
146      0.65     10.46    117.42   -455.08  -92.05   -347.66  0.00     0.00     0.00     -19.81   -0.00    0.00     0.74     -796.44 
147      0.59     10.52    135.27   -453.74  -91.27   -352.47  0.00     0.00     0.00     -22.49   -0.00    0.00     0.80     -783.91 
148      0.68     10.23    135.97   -457.05  -94.81   -352.01  0.00     0.00     0.00     -20.39   -0.00    0.00     1.01     -787.27 
149      0.67     10.40    137.87   -450.42  -83.48   -350.29  0.00     0.00     0.00     -19.12   -0.00    0.00     1.20     -764.24 
150      0.64     10.19    124.09   -456.37  -97.06   -350.26  0.00     0.00     0.00     -20.38   -0.00    0.00     0.79     -799.18 
151      0.70     10.23    126.66   -449.79  -95.97   -348.48  0.00     0.00     0.00     -17.42   -0.00    0.00     0.61     -784.39 
152      0.62     9.87     116.68   -459.76  -98.67   -349.71  0.00     0.00     0.00     -21.71   -0.00    0.00     0.87     -812.31 
153      0.72     10.14    125.52   -459.92  -98.03   -354.39  0.00     0.00     0.00     -20.43   0.00     0.00     1.35     -805.90 
154      0.65     10.08    124.64   -457.99  -95.32   -349.23  0.00     0.00     0.00     -22.19   -0.00    0.00     0.83     -799.26 
155      0.67     10.30    124.49   -455.72  -92.80   -355.54  0.00     0.00     0.00     -22.43   -0.00    0.00     0.85     -801.15 
156      0.68     10.22    141.68   -460.97  -89.99   -353.69  0.00     0.00     0.00     -20.23   -0.00    0.00     1.03     -782.17 
